code,name
005930,
000660,
207940,
373220,
005380,
000270,
035420,
035720,
051910,
006400,
028260,
096770,
003670,
005490,
018260,
011170,
010130,
000810,
003550,
000100,
000120,
090430,
066570,
017670,
034220,
010950,
012330,
051900,
034730,
011200,
030200,
009150,
015760,
003410,
086790,
032640,
161390,
003620,
006360,
000990,
009540,
010140,
011780,
018880,
003490,
006800,
009830,
105560,
055550,
323410,
377300,
402340,
078930,
047050,
004020,
012450,
000880,
042660,
023530,
000070,
000080,
004000,
008770,
011790,
033780,
361610,
079160,
002790,
010060,
006120,
028050,
251270,
005830,
029780,
016360,
009240,
018670,
005940,
010120,
241560,
086280,
011070,
002380,
010620,
006260,
008560,
007070,
069260,
271560,
105630,
001450,
001040,
005070,
000240,
036570,
352820,
259960,
032830,
003090,
108320,
